,geometry,name
0,POINT (103.812128333333 1.27554633333333),BUKIT MERAH
0,POINT (103.81215 1.28653),BUKIT MERAH
0,POINT (103.81217 1.45482),SEMBAWANG
0,POINT (103.812177833333 1.28122283333333),BUKIT MERAH
0,POINT (103.81218 1.28969),BUKIT MERAH
0,POINT (103.81226 1.29067),BUKIT MERAH
0,POINT (103.81233 1.27507),BUKIT MERAH
0,POINT (103.8123735 1.27041733333333),BUKIT MERAH
0,POINT (103.812400166667 1.28118816666667),BUKIT MERAH
0,POINT (103.81241 1.29493),QUEENSTOWN
0,POINT (103.8126 1.2832),BUKIT MERAH
0,POINT (103.81269 1.27036),BUKIT MERAH
0,POINT (103.81269 1.27051),BUKIT MERAH
0,POINT (103.8127 1.28547),BUKIT MERAH
0,POINT (103.81272 1.27049),BUKIT MERAH
0,POINT (103.8128 1.27307),BUKIT MERAH
0,POINT (103.8129 1.275142),BUKIT MERAH
0,POINT (103.81291 1.28732),BUKIT MERAH
0,POINT (103.81293 1.2875),BUKIT MERAH
0,POINT (103.81294 1.2706),BUKIT MERAH
0,POINT (103.812947833333 1.28075016666667),BUKIT MERAH
0,POINT (103.813 1.27064),BUKIT MERAH
0,POINT (103.813 1.281695),BUKIT MERAH
0,POINT (103.81312 1.27509),BUKIT MERAH
0,POINT (103.81313 1.28167),BUKIT MERAH
0,POINT (103.8134 1.27582),BUKIT MERAH
0,POINT (103.81349 1.30552),TANGLIN
0,POINT (103.813534833333 1.288855),BUKIT MERAH
0,POINT (103.813598733333 1.2885753),BUKIT MERAH
0,POINT (103.81369 1.39877),YISHUN
0,POINT (103.8139345 1.44591866666667),SEMBAWANG
0,POINT (103.813966166667 1.4496045),SEMBAWANG
0,POINT (103.8141 1.28094),BUKIT MERAH
0,POINT (103.81419 1.28465),BUKIT MERAH
0,POINT (103.8142 1.32429),NOVENA
0,POINT (103.81425 1.30357),TANGLIN
0,POINT (103.814257666667 1.45154216666667),SEMBAWANG
0,POINT (103.8142655 1.45126733333333),SEMBAWANG
0,POINT (103.8143 1.29155),BUKIT MERAH
0,POINT (103.814323666667 1.45487133333333),SEMBAWANG
0,POINT (103.81434 1.31525),TANGLIN
0,POINT (103.8146 1.269),BUKIT MERAH
0,POINT (103.81461 1.26565),BUKIT MERAH
0,POINT (103.8148 1.45535333333333),SEMBAWANG
0,POINT (103.81482 1.28211),BUKIT MERAH
0,POINT (103.8149 1.28446),BUKIT MERAH
0,POINT (103.81497 1.30549),TANGLIN
0,POINT (103.815029766667 1.45491226666667),SEMBAWANG
0,POINT (103.8151 1.29661),QUEENSTOWN
0,POINT (103.815186 1.45017716666667),SEMBAWANG
0,POINT (103.81524 1.45383),SEMBAWANG
0,POINT (103.81526 1.29122),BUKIT MERAH
0,POINT (103.81531 1.28461),BUKIT MERAH
0,POINT (103.8154 1.29158),BUKIT MERAH
0,POINT (103.81545 1.29208),QUEENSTOWN
0,POINT (103.81583 1.28927),BUKIT MERAH
0,POINT (103.815842216667 1.28927486666667),BUKIT MERAH
0,POINT (103.81585 1.30465),TANGLIN
0,POINT (103.815962333333 1.4462725),SEMBAWANG
0,POINT (103.81602 1.28921),BUKIT MERAH
0,POINT (103.8160645 1.44918133333333),SEMBAWANG
0,POINT (103.81618 1.2896),BUKIT MERAH
0,POINT (103.81647 1.29409),BUKIT MERAH
0,POINT (103.81658 1.30669),TANGLIN
0,POINT (103.816623833333 1.45204483333333),SEMBAWANG
0,POINT (103.816682833333 1.448499),SEMBAWANG
0,POINT (103.8167225 1.44880466666667),SEMBAWANG
0,POINT (103.81688 1.29789),TANGLIN
0,POINT (103.8169 1.28395),BUKIT MERAH
0,POINT (103.81697 1.29854),TANGLIN
0,POINT (103.81705 1.28911),BUKIT MERAH
0,POINT (103.81705 1.30669),TANGLIN
0,POINT (103.817314666667 1.28901616666667),BUKIT MERAH
0,POINT (103.817338616667 1.44952976666667),SEMBAWANG
0,POINT (103.817385666667 1.4521495),SEMBAWANG
0,POINT (103.81739 1.27883),BUKIT MERAH
0,POINT (103.8177 1.32306),NOVENA
0,POINT (103.81788 1.26524),BUKIT MERAH
0,POINT (103.81788 1.28783),BUKIT MERAH
0,POINT (103.81791 1.26497),BUKIT MERAH
0,POINT (103.81792 1.25681),SOUTHERN ISLANDS
0,POINT (103.81793 1.27763),BUKIT MERAH
0,POINT (103.81812 1.26702),BUKIT MERAH
0,POINT (103.81817 1.26554),BUKIT MERAH
0,POINT (103.81819 1.28635),BUKIT MERAH
0,POINT (103.81824 1.26698),BUKIT MERAH
0,POINT (103.81828 1.26642),BUKIT MERAH
0,POINT (103.81828 1.44584),SEMBAWANG
0,POINT (103.81831 1.2664),BUKIT MERAH
0,POINT (103.8184 1.26634),BUKIT MERAH
0,POINT (103.8184315 1.2559175),SOUTHERN ISLANDS
0,POINT (103.8186 1.26741),BUKIT MERAH
0,POINT (103.818606666667 1.267271),BUKIT MERAH
0,POINT (103.818617 1.26728566666667),BUKIT MERAH
0,POINT (103.81864 1.25774),SOUTHERN ISLANDS
0,POINT (103.81869 1.40344),YISHUN
0,POINT (103.81877 1.26757),BUKIT MERAH
0,POINT (103.81877 1.32302),NOVENA
0,POINT (103.81878 1.25661),SOUTHERN ISLANDS
0,POINT (103.8188 1.26593),BUKIT MERAH
0,POINT (103.818886666667 1.45042133333333),SEMBAWANG
0,POINT (103.818904 1.2579725),SOUTHERN ISLANDS
0,POINT (103.81891 1.33131),NOVENA
0,POINT (103.81893 1.28186),BUKIT MERAH
0,POINT (103.81896 1.2775),BUKIT MERAH
0,POINT (103.818987316667 1.44620731666667),SEMBAWANG
0,POINT (103.819008 1.25795066666667),SOUTHERN ISLANDS
0,POINT (103.81907 1.44934),SEMBAWANG
0,POINT (103.819154283333 1.4042858),YISHUN
0,POINT (103.8192 1.283712),BUKIT MERAH
0,POINT (103.81931 1.27695),BUKIT MERAH
0,POINT (103.81939 1.25489),SOUTHERN ISLANDS
0,POINT (103.8194 1.25478),SOUTHERN ISLANDS
0,POINT (103.81943 1.28356),BUKIT MERAH
0,POINT (103.81949 1.2548),SOUTHERN ISLANDS
0,POINT (103.81953 1.27424),BUKIT MERAH
0,POINT (103.81954 1.27415),BUKIT MERAH
0,POINT (103.819583 1.44511833333333),SEMBAWANG
0,POINT (103.81961 1.26612),BUKIT MERAH
0,POINT (103.819644666667 1.44624033333333),SEMBAWANG
0,POINT (103.8197 1.264208),BUKIT MERAH
0,POINT (103.81974 1.26462),BUKIT MERAH
0,POINT (103.8198 1.30278),TANGLIN
0,POINT (103.820072666667 1.283373),BUKIT MERAH
0,POINT (103.82014 1.26592),BUKIT MERAH
0,POINT (103.82014 1.28309),BUKIT MERAH
0,POINT (103.82016 1.28263),BUKIT MERAH
0,POINT (103.82024 1.27708),BUKIT MERAH
0,POINT (103.82028 1.26586),BUKIT MERAH
0,POINT (103.8203 1.26421),BUKIT MERAH
0,POINT (103.8203 1.265817),BUKIT MERAH
0,POINT (103.8203 1.40428),YISHUN
0,POINT (103.82032 1.264),BUKIT MERAH
0,POINT (103.82033 1.26468),BUKIT MERAH
0,POINT (103.82033 1.44951),SEMBAWANG
0,POINT (103.82034 1.26389),BUKIT MERAH
0,POINT (103.82034 1.30006),TANGLIN
0,POINT (103.820342833333 1.28373783333333),BUKIT MERAH
0,POINT (103.820353716667 1.29093045),BUKIT MERAH
0,POINT (103.82036 1.26424),BUKIT MERAH
0,POINT (103.82041 1.44949),SEMBAWANG
0,POINT (103.82043 1.26399),BUKIT MERAH
0,POINT (103.820447616667 1.27293303333333),BUKIT MERAH
0,POINT (103.82045 1.26402),BUKIT MERAH
0,POINT (103.820508666667 1.447012),SEMBAWANG
0,POINT (103.82051 1.28383),BUKIT MERAH
0,POINT (103.82054 1.2805),BUKIT MERAH
0,POINT (103.82056 1.26389),BUKIT MERAH
0,POINT (103.8206 1.26402),BUKIT MERAH
0,POINT (103.8206 1.26455),BUKIT MERAH
0,POINT (103.82061 1.26453),BUKIT MERAH
0,POINT (103.82061 1.39389),YISHUN
0,POINT (103.82066 1.2644),BUKIT MERAH
0,POINT (103.82066 1.26452),BUKIT MERAH
0,POINT (103.82066 1.26574),BUKIT MERAH
0,POINT (103.82066 1.26582),BUKIT MERAH
0,POINT (103.82068 1.26406),BUKIT MERAH
0,POINT (103.82068 1.45223),SEMBAWANG
0,POINT (103.82069 1.26438),BUKIT MERAH
0,POINT (103.8207 1.2642),BUKIT MERAH
0,POINT (103.8207 1.26427),BUKIT MERAH
0,POINT (103.8207 1.26432),BUKIT MERAH
0,POINT (103.82073 1.26398),BUKIT MERAH
0,POINT (103.82075 1.2549),SOUTHERN ISLANDS
0,POINT (103.8207665 1.44366766666667),SEMBAWANG
0,POINT (103.8208 1.26442),BUKIT MERAH
0,POINT (103.820802666667 1.44664933333333),SEMBAWANG
0,POINT (103.82085 1.28481),BUKIT MERAH
0,POINT (103.82088 1.26458),BUKIT MERAH
0,POINT (103.8209 1.30667),TANGLIN
0,POINT (103.82092 1.26449),BUKIT MERAH
0,POINT (103.82094 1.26443),BUKIT MERAH
0,POINT (103.820948666667 1.29171266666667),BUKIT MERAH
0,POINT (103.821 1.28276),BUKIT MERAH
0,POINT (103.82101 1.44973),SEMBAWANG
0,POINT (103.82103 1.26449),BUKIT MERAH
0,POINT (103.82103 1.28485),BUKIT MERAH
0,POINT (103.821066333333 1.44385683333333),SEMBAWANG
0,POINT (103.82132 1.26576),BUKIT MERAH
0,POINT (103.82135 1.26554),BUKIT MERAH
0,POINT (103.82141 1.2916),BUKIT MERAH
0,POINT (103.82143 1.2883),BUKIT MERAH
0,POINT (103.82144 1.28464),BUKIT MERAH
0,POINT (103.82146 1.28249),BUKIT MERAH
0,POINT (103.82146 1.28441),BUKIT MERAH
0,POINT (103.82148 1.28256),BUKIT MERAH
0,POINT (103.821492 1.27338583333333),BUKIT MERAH
0,POINT (103.8215 1.2659),BUKIT MERAH
0,POINT (103.8215 1.28477),BUKIT MERAH
0,POINT (103.8215085 1.273474),BUKIT MERAH
0,POINT (103.82151 1.28476),BUKIT MERAH
0,POINT (103.82151 1.28485),BUKIT MERAH
0,POINT (103.821537666667 1.28301633333333),BUKIT MERAH
0,POINT (103.8216 1.28468),BUKIT MERAH
0,POINT (103.8216 1.28474),BUKIT MERAH
0,POINT (103.8216 1.28478),BUKIT MERAH
0,POINT (103.8216 1.45817),SEMBAWANG
0,POINT (103.82168 1.27896),BUKIT MERAH
0,POINT (103.821782833333 1.26557916666667),BUKIT MERAH
0,POINT (103.82179 1.28477),BUKIT MERAH
0,POINT (103.8218 1.444479),SEMBAWANG
0,POINT (103.821806666667 1.28460366666667),BUKIT MERAH
0,POINT (103.82181 1.28473),BUKIT MERAH
0,POINT (103.82184 1.28485),BUKIT MERAH
0,POINT (103.82185 1.28459),BUKIT MERAH
0,POINT (103.82185 1.28474266666667),BUKIT MERAH
0,POINT (103.82187 1.28467),BUKIT MERAH
0,POINT (103.82199 1.28462),BUKIT MERAH
0,POINT (103.82199 1.28493),BUKIT MERAH
0,POINT (103.8220545 1.28458666666667),BUKIT MERAH
0,POINT (103.82209 1.28253),BUKIT MERAH
0,POINT (103.82216 1.2659),BUKIT MERAH
0,POINT (103.82217 1.28405),BUKIT MERAH
0,POINT (103.82217 1.30557),TANGLIN
0,POINT (103.82218 1.28399),BUKIT MERAH
0,POINT (103.82227 1.30548),TANGLIN
0,POINT (103.8223 1.26545),BUKIT MERAH
0,POINT (103.82239 1.34057),CENTRAL WATER CATCHMENT
0,POINT (103.8225 1.28796),BUKIT MERAH
0,POINT (103.82253 1.3049),TANGLIN
0,POINT (103.82254 1.28799),BUKIT MERAH
0,POINT (103.82265 1.44439),SEMBAWANG
0,POINT (103.8228 1.26518),BUKIT MERAH
0,POINT (103.82285 1.26511),BUKIT MERAH
0,POINT (103.82294 1.2656),BUKIT MERAH
0,POINT (103.82294 1.44444),SEMBAWANG
0,POINT (103.82298 1.2657),BUKIT MERAH
0,POINT (103.82301 1.27497),BUKIT MERAH
0,POINT (103.8230665 1.329082),NOVENA
0,POINT (103.82307 1.26502),BUKIT MERAH
0,POINT (103.8231 1.26482),BUKIT MERAH
0,POINT (103.8231 1.26484),BUKIT MERAH
0,POINT (103.8231 1.26516),BUKIT MERAH
0,POINT (103.82315 1.26567),BUKIT MERAH
0,POINT (103.8232 1.26516),BUKIT MERAH
0,POINT (103.8232 1.26526),BUKIT MERAH
0,POINT (103.8232 1.26588),BUKIT MERAH
0,POINT (103.823212333333 1.44645483333333),SEMBAWANG
0,POINT (103.82329 1.26489),BUKIT MERAH
0,POINT (103.82329 1.26502),BUKIT MERAH
0,POINT (103.82333 1.27629),BUKIT MERAH
0,POINT (103.82334 1.30917),TANGLIN
0,POINT (103.82335 1.27306),BUKIT MERAH
0,POINT (103.82339 1.27729),BUKIT MERAH
0,POINT (103.8234 1.452303),SEMBAWANG
0,POINT (103.82345 1.28746),BUKIT MERAH
0,POINT (103.82346 1.27698),BUKIT MERAH
0,POINT (103.82356 1.28197),BUKIT MERAH
0,POINT (103.82357 1.30408),ORCHARD
0,POINT (103.8236 1.28187),BUKIT MERAH
0,POINT (103.8236 1.28195),BUKIT MERAH
0,POINT (103.82361 1.44537),SEMBAWANG
0,POINT (103.82363 1.27872),BUKIT MERAH
0,POINT (103.82366 1.26215),BUKIT MERAH
0,POINT (103.82367 1.28011),BUKIT MERAH
0,POINT (103.8237 1.25761),SOUTHERN ISLANDS
0,POINT (103.8237 1.25814),SOUTHERN ISLANDS
0,POINT (103.8237 1.28468),BUKIT MERAH
0,POINT (103.8237 1.38487),ANG MO KIO
0,POINT (103.82373 1.25823),SOUTHERN ISLANDS
0,POINT (103.823739 1.26243933333333),BUKIT MERAH
0,POINT (103.82375 1.2584),BUKIT MERAH
0,POINT (103.823752416667 1.2606382),BUKIT MERAH
0,POINT (103.82377 1.25528),SOUTHERN ISLANDS
0,POINT (103.82379 1.25993),BUKIT MERAH
0,POINT (103.8238 1.27799),BUKIT MERAH
0,POINT (103.823832 1.26488766666667),BUKIT MERAH
0,POINT (103.82385 1.27929),BUKIT MERAH
0,POINT (103.82386 1.2619),BUKIT MERAH
0,POINT (103.82388 1.26284),BUKIT MERAH
0,POINT (103.8239 1.28165),BUKIT MERAH
0,POINT (103.82392 1.25648),SOUTHERN ISLANDS
0,POINT (103.82395 1.28249),BUKIT MERAH
0,POINT (103.82395 1.41648),YISHUN
0,POINT (103.82397 1.26047),BUKIT MERAH
0,POINT (103.823988333333 1.28205616666667),BUKIT MERAH
0,POINT (103.82399 1.29415),TANGLIN
0,POINT (103.824 1.25833),BUKIT MERAH
0,POINT (103.824 1.26523),BUKIT MERAH
0,POINT (103.82404 1.28167),BUKIT MERAH
0,POINT (103.82406 1.28168),BUKIT MERAH
0,POINT (103.82406 1.30379),ORCHARD
0,POINT (103.824072666667 1.2833),BUKIT MERAH
0,POINT (103.82415 1.26555),BUKIT MERAH
0,POINT (103.82418 1.2817),BUKIT MERAH
0,POINT (103.82421 1.25499),SOUTHERN ISLANDS
0,POINT (103.82423 1.28156),BUKIT MERAH
0,POINT (103.8244 1.28668),BUKIT MERAH
0,POINT (103.82442 1.30122),RIVER VALLEY
0,POINT (103.82443 1.28171),BUKIT MERAH
0,POINT (103.824467833333 1.25572783333333),SOUTHERN ISLANDS
0,POINT (103.82451 1.3284),NOVENA
0,POINT (103.824553666667 1.45033316666667),SEMBAWANG
0,POINT (103.82456 1.44944),SEMBAWANG
0,POINT (103.824574666667 1.25559633333333),SOUTHERN ISLANDS
0,POINT (103.824584166667 1.254889),SOUTHERN ISLANDS
0,POINT (103.8246 1.25488),SOUTHERN ISLANDS
0,POINT (103.82462 1.25488),SOUTHERN ISLANDS
0,POINT (103.82469 1.41232),YISHUN
0,POINT (103.82476 1.2473),SOUTHERN ISLANDS
0,POINT (103.8248 1.30203),RIVER VALLEY
0,POINT (103.824824166667 1.254913),SOUTHERN ISLANDS
0,POINT (103.82493 1.26601),BUKIT MERAH
0,POINT (103.82495 1.28127),BUKIT MERAH
0,POINT (103.824961333333 1.28648366666667),BUKIT MERAH
0,POINT (103.825 1.2805),BUKIT MERAH
0,POINT (103.825 1.29333),TANGLIN
0,POINT (103.825014166667 1.25507866666667),SOUTHERN ISLANDS
0,POINT (103.82502 1.30554),ORCHARD
0,POINT (103.82502 1.42093),YISHUN
0,POINT (103.82506 1.44025),SEMBAWANG
0,POINT (103.8252 1.284514),BUKIT MERAH
0,POINT (103.82522 1.32117),NOVENA
0,POINT (103.82525 1.27097),BUKIT MERAH
0,POINT (103.825259833333 1.2549885),SOUTHERN ISLANDS
0,POINT (103.8253 1.25395),SOUTHERN ISLANDS
0,POINT (103.8253 1.25421),SOUTHERN ISLANDS
0,POINT (103.825300333333 1.2728225),BUKIT MERAH
0,POINT (103.82531 1.28717),BUKIT MERAH
0,POINT (103.82531 1.29281),TANGLIN
0,POINT (103.82531 1.30541),ORCHARD
0,POINT (103.82535 1.25421),SOUTHERN ISLANDS
0,POINT (103.82536 1.25411),SOUTHERN ISLANDS
0,POINT (103.82536 1.41165),YISHUN
0,POINT (103.82538 1.25439),SOUTHERN ISLANDS
0,POINT (103.8254 1.28196),BUKIT MERAH
0,POINT (103.8254 1.29053),BUKIT MERAH
0,POINT (103.82542 1.25427),SOUTHERN ISLANDS
0,POINT (103.82542 1.25449),SOUTHERN ISLANDS
0,POINT (103.82543 1.25428),SOUTHERN ISLANDS
0,POINT (103.82543 1.44893),SEMBAWANG
0,POINT (103.82544 1.25422),SOUTHERN ISLANDS
0,POINT (103.82544 1.25435),SOUTHERN ISLANDS
0,POINT (103.82544 1.25451),SOUTHERN ISLANDS
0,POINT (103.82544 1.32047),TANGLIN
0,POINT (103.82545 1.25417),SOUTHERN ISLANDS
0,POINT (103.82545 1.25426),SOUTHERN ISLANDS
0,POINT (103.82545 1.25427),SOUTHERN ISLANDS
0,POINT (103.825459666667 1.25460266666667),SOUTHERN ISLANDS
0,POINT (103.82546 1.25437),SOUTHERN ISLANDS
0,POINT (103.82547 1.2546),SOUTHERN ISLANDS
0,POINT (103.8254855 1.266186),BUKIT MERAH
0,POINT (103.82549 1.25417),SOUTHERN ISLANDS
0,POINT (103.82549 1.32079),NOVENA
0,POINT (103.82549 1.39307),YISHUN
0,POINT (103.8254995 1.25433716666667),SOUTHERN ISLANDS
0,POINT (103.82551 1.25433),SOUTHERN ISLANDS
0,POINT (103.82552 1.25461),SOUTHERN ISLANDS
0,POINT (103.82553 1.25424),SOUTHERN ISLANDS
0,POINT (103.82554 1.2543),SOUTHERN ISLANDS
0,POINT (103.82556 1.2542),SOUTHERN ISLANDS
0,POINT (103.8255693 1.254497),SOUTHERN ISLANDS
0,POINT (103.8256 1.31981),TANGLIN
0,POINT (103.82561 1.25388),SOUTHERN ISLANDS
0,POINT (103.825619833333 1.26825916666667),BUKIT MERAH
0,POINT (103.82563 1.25414),SOUTHERN ISLANDS
0,POINT (103.825631833333 1.25463583333333),SOUTHERN ISLANDS
0,POINT (103.82564 1.25453),SOUTHERN ISLANDS
0,POINT (103.82566 1.28092),BUKIT MERAH
0,POINT (103.82567 1.31103),TANGLIN
0,POINT (103.825695166667 1.2544375),SOUTHERN ISLANDS
0,POINT (103.8257 1.25269),SOUTHERN ISLANDS
0,POINT (103.8257 1.25379),SOUTHERN ISLANDS
0,POINT (103.8257 1.26608),BUKIT MERAH
0,POINT (103.82574 1.27349),BUKIT MERAH
0,POINT (103.82574 1.29257),TANGLIN
0,POINT (103.82575 1.25379),SOUTHERN ISLANDS
0,POINT (103.82578 1.43537),SEMBAWANG
0,POINT (103.82579 1.30447),ORCHARD
0,POINT (103.8258 1.29243),TANGLIN
0,POINT (103.82581 1.25397),SOUTHERN ISLANDS
0,POINT (103.82585 1.32186),NOVENA
0,POINT (103.82589 1.2924),TANGLIN
0,POINT (103.82593 1.28234),BUKIT MERAH
0,POINT (103.825959 1.28186116666667),BUKIT MERAH
0,POINT (103.82596 1.28254),BUKIT MERAH
0,POINT (103.82597 1.29337),TANGLIN
0,POINT (103.82598 1.25334),SOUTHERN ISLANDS
0,POINT (103.82598 1.25335),SOUTHERN ISLANDS
0,POINT (103.82598 1.27783),BUKIT MERAH
0,POINT (103.8259985 1.27913433333333),BUKIT MERAH
0,POINT (103.8259985 1.310916),TANGLIN
0,POINT (103.826019166667 1.2676165),BUKIT MERAH
0,POINT (103.82602 1.26754),BUKIT MERAH
0,POINT (103.826022 1.2819695),BUKIT MERAH
0,POINT (103.82603 1.29324),TANGLIN
0,POINT (103.82606 1.31112),TANGLIN
0,POINT (103.826065666667 1.279753),BUKIT MERAH
0,POINT (103.82607 1.28183),BUKIT MERAH
0,POINT (103.82607 1.28624),BUKIT MERAH
0,POINT (103.8261 1.28185),BUKIT MERAH
0,POINT (103.82612 1.28257),BUKIT MERAH
0,POINT (103.82612 1.29288),TANGLIN
0,POINT (103.82616 1.2932),TANGLIN
0,POINT (103.82618 1.31113),TANGLIN
0,POINT (103.82619 1.28148),BUKIT MERAH
0,POINT (103.8262 1.282579),BUKIT MERAH
0,POINT (103.82621 1.2833),BUKIT MERAH
0,POINT (103.82621 1.32282),NOVENA
0,POINT (103.82624 1.26726),BUKIT MERAH
0,POINT (103.826251733333 1.27472355),BUKIT MERAH
0,POINT (103.82627 1.26723),BUKIT MERAH
0,POINT (103.8262875 1.435201),YISHUN
0,POINT (103.82639 1.2671),BUKIT MERAH
0,POINT (103.826394833333 1.26665416666667),BUKIT MERAH
0,POINT (103.8264 1.42622),YISHUN
0,POINT (103.82643 1.27363),BUKIT MERAH
0,POINT (103.82643 1.43563),YISHUN
0,POINT (103.82651 1.33934),NOVENA
0,POINT (103.826544 1.45112116666667),SEMBAWANG
0,POINT (103.826592666667 1.27085316666667),BUKIT MERAH
0,POINT (103.82676 1.43224),YISHUN
0,POINT (103.82683 1.28033),BUKIT MERAH
0,POINT (103.82688 1.28856),BUKIT MERAH
0,POINT (103.82689 1.44773),SEMBAWANG
0,POINT (103.82699 1.32003),TANGLIN
0,POINT (103.82704 1.28996),BUKIT MERAH
0,POINT (103.82708 1.35781),BISHAN
0,POINT (103.82713 1.28597),BUKIT MERAH
0,POINT (103.82714 1.3139),TANGLIN
0,POINT (103.82717 1.28531),BUKIT MERAH
0,POINT (103.827221 1.28584333333333),BUKIT MERAH
0,POINT (103.82737 1.30553),ORCHARD
0,POINT (103.82739 1.30447),ORCHARD
0,POINT (103.827395166667 1.4262825),YISHUN
0,POINT (103.8274 1.43106),YISHUN
0,POINT (103.827402333333 1.30083366666667),RIVER VALLEY
0,POINT (103.827412333333 1.3008275),RIVER VALLEY
0,POINT (103.82746 1.27659),BUKIT MERAH
0,POINT (103.82746 1.40343),YISHUN
0,POINT (103.8274715 1.43334766666667),YISHUN
0,POINT (103.827477316667 1.43084146666667),YISHUN
0,POINT (103.82749 1.37936),ANG MO KIO
0,POINT (103.8275 1.43017),YISHUN
0,POINT (103.8275 1.433759),YISHUN
0,POINT (103.82755 1.24934),SOUTHERN ISLANDS
0,POINT (103.82757 1.43027),YISHUN
0,POINT (103.82767 1.39287),ANG MO KIO
0,POINT (103.82769 1.30812),NEWTON
0,POINT (103.827695433333 1.43319751666667),YISHUN
0,POINT (103.82776 1.29334),TANGLIN
0,POINT (103.82776 1.30761),TANGLIN
0,POINT (103.827810166667 1.2724116),BUKIT MERAH
0,POINT (103.827816166667 1.311272),NEWTON
0,POINT (103.82786 1.30764),ORCHARD
0,POINT (103.8279 1.31318),TANGLIN
0,POINT (103.82793 1.37043),CENTRAL WATER CATCHMENT
0,POINT (103.82799 1.43031),YISHUN
0,POINT (103.82804 1.308),NEWTON
0,POINT (103.828051 1.30703183333333),ORCHARD
0,POINT (103.82815 1.4067),YISHUN
0,POINT (103.82818 1.29026),BUKIT MERAH
0,POINT (103.82822 1.43029),YISHUN
0,POINT (103.82825 1.30815),ORCHARD
0,POINT (103.82826 1.29466),TANGLIN
0,POINT (103.828280216667 1.28200735),BUKIT MERAH
0,POINT (103.828295666667 1.28221433333333),BUKIT MERAH
0,POINT (103.8283 1.311439),NEWTON
0,POINT (103.8283 1.40757),YISHUN
0,POINT (103.82833 1.32017),NOVENA
0,POINT (103.828379666667 1.3083775),NEWTON
0,POINT (103.8284 1.35781),BISHAN
0,POINT (103.82854 1.28362),BUKIT MERAH
0,POINT (103.82854 1.32687),NOVENA
0,POINT (103.82854 1.39316),YISHUN
0,POINT (103.82858 1.29888),TANGLIN
0,POINT (103.8286 1.272527),BUKIT MERAH
0,POINT (103.82866 1.28368),BUKIT MERAH
0,POINT (103.8287 1.31458),TANGLIN
0,POINT (103.828750166667 1.28871016666667),BUKIT MERAH
0,POINT (103.828781 1.28338916666667),BUKIT MERAH
0,POINT (103.82881 1.27953),BUKIT MERAH
0,POINT (103.828813 1.42908633333333),YISHUN
0,POINT (103.82885 1.3068),ORCHARD
0,POINT (103.82888 1.30757),ORCHARD
0,POINT (103.82889 1.30549),ORCHARD
0,POINT (103.8289 1.28912),BUKIT MERAH
0,POINT (103.828903333333 1.42578233333333),YISHUN
0,POINT (103.82891 1.30752),ORCHARD
0,POINT (103.828917 1.2769625),BUKIT MERAH
0,POINT (103.828939 1.432695),YISHUN
0,POINT (103.828953333333 1.30719183333333),ORCHARD
0,POINT (103.82898 1.30701),ORCHARD
0,POINT (103.82901 1.43684),YISHUN
0,POINT (103.829016166667 1.2832215),BUKIT MERAH
0,POINT (103.829043666667 1.30724283333333),ORCHARD
0,POINT (103.82905 1.28888),BUKIT MERAH
0,POINT (103.829053333333 1.43657333333333),YISHUN
0,POINT (103.829088833333 1.43300183333333),YISHUN
0,POINT (103.82909 1.40916),YISHUN
0,POINT (103.8291 1.269391),BUKIT MERAH
0,POINT (103.8291 1.3068),ORCHARD
0,POINT (103.82912 1.28877),BUKIT MERAH
0,POINT (103.829122666667 1.28143233333333),BUKIT MERAH
0,POINT (103.8292 1.30765),ORCHARD
0,POINT (103.82921 1.27885),BUKIT MERAH
0,POINT (103.82921 1.28888),BUKIT MERAH
0,POINT (103.82921 1.30759),ORCHARD
0,POINT (103.8292335 1.288202),BUKIT MERAH
0,POINT (103.829236333333 1.4088835),YISHUN
0,POINT (103.82924 1.30781),NEWTON
0,POINT (103.8292635 1.30096383333333),RIVER VALLEY
0,POINT (103.82928 1.4091),YISHUN
0,POINT (103.8293 1.28839),BUKIT MERAH
0,POINT (103.82933 1.30781),ORCHARD
0,POINT (103.82937 1.28804),BUKIT MERAH
0,POINT (103.82939 1.30651),ORCHARD
0,POINT (103.8294 1.28808),BUKIT MERAH
0,POINT (103.8294 1.28822),BUKIT MERAH
0,POINT (103.82943 1.40982),YISHUN
0,POINT (103.8294495 1.40926933333333),YISHUN
0,POINT (103.82946 1.28797),BUKIT MERAH
0,POINT (103.82946 1.43035),YISHUN
0,POINT (103.8295 1.28846),BUKIT MERAH
0,POINT (103.8295 1.30062),RIVER VALLEY
0,POINT (103.82952 1.28877),BUKIT MERAH
0,POINT (103.82954 1.2947),TANGLIN
0,POINT (103.82954 1.30454),ORCHARD
0,POINT (103.8295635 1.42640783333333),YISHUN
0,POINT (103.8296 1.30787),ORCHARD
0,POINT (103.82961 1.39336),YISHUN
0,POINT (103.82963 1.43034),YISHUN
0,POINT (103.829648166667 1.28864466666667),BUKIT MERAH
0,POINT (103.82966 1.31542),TANGLIN
0,POINT (103.82967 1.30804),NEWTON
0,POINT (103.8298 1.27581),BUKIT MERAH
0,POINT (103.829832333333 1.28939166666667),BUKIT MERAH
0,POINT (103.829851166667 1.45828516666667),SEMBAWANG
0,POINT (103.82986 1.28599),BUKIT MERAH
0,POINT (103.829880166667 1.28323333333333),BUKIT MERAH
0,POINT (103.82992 1.28593),BUKIT MERAH
