,geometry,name
0,POINT (103.84809 1.287),SINGAPORE RIVER
0,POINT (103.8481 1.28628),SINGAPORE RIVER
0,POINT (103.8481 1.28702),SINGAPORE RIVER
0,POINT (103.8481 1.35156),BISHAN
0,POINT (103.8481 1.39651),ANG MO KIO
0,POINT (103.848118333333 1.385379),ANG MO KIO
0,POINT (103.84812 1.28632),SINGAPORE RIVER
0,POINT (103.84814 1.35195),BISHAN
0,POINT (103.84815 1.28423),OUTRAM
0,POINT (103.84816 1.27878),DOWNTOWN CORE
0,POINT (103.84816 1.2878),SINGAPORE RIVER
0,POINT (103.84816 1.35205),BISHAN
0,POINT (103.848163166667 1.38433616666667),ANG MO KIO
0,POINT (103.848169666667 1.27859283333333),DOWNTOWN CORE
0,POINT (103.84817 1.369),ANG MO KIO
0,POINT (103.84819 1.28714),SINGAPORE RIVER
0,POINT (103.84819 1.28986),DOWNTOWN CORE
0,POINT (103.84819 1.32641),NOVENA
0,POINT (103.8482 1.28241),OUTRAM
0,POINT (103.8482 1.28718),SINGAPORE RIVER
0,POINT (103.8482 1.384517),ANG MO KIO
0,POINT (103.8482255 1.3835805),ANG MO KIO
0,POINT (103.84823 1.29788),MUSEUM
0,POINT (103.84824 1.27624),DOWNTOWN CORE
0,POINT (103.84826 1.27625),DOWNTOWN CORE
0,POINT (103.84826 1.28217),OUTRAM
0,POINT (103.8482665 1.2899715),DOWNTOWN CORE
0,POINT (103.84828 1.27634),DOWNTOWN CORE
0,POINT (103.84828 1.28631),SINGAPORE RIVER
0,POINT (103.84828 1.35347),BISHAN
0,POINT (103.84831 1.28739),SINGAPORE RIVER
0,POINT (103.84831 1.35275),BISHAN
0,POINT (103.84834 1.2849),DOWNTOWN CORE
0,POINT (103.84835 1.27287),DOWNTOWN CORE
0,POINT (103.84836 1.28482),DOWNTOWN CORE
0,POINT (103.84837 1.27626),DOWNTOWN CORE
0,POINT (103.848376666667 1.35305466666667),BISHAN
0,POINT (103.84839 1.27842),DOWNTOWN CORE
0,POINT (103.84839 1.29043),MUSEUM
0,POINT (103.848392166667 1.38371916666667),ANG MO KIO
0,POINT (103.8484 1.29839),MUSEUM
0,POINT (103.8484 1.384472),ANG MO KIO
0,POINT (103.84841 1.28003),DOWNTOWN CORE
0,POINT (103.84841 1.28474),OUTRAM
0,POINT (103.84841 1.37198),ANG MO KIO
0,POINT (103.848414333333 1.384417),ANG MO KIO
0,POINT (103.84844 1.29832),MUSEUM
0,POINT (103.84845 1.27595),DOWNTOWN CORE
0,POINT (103.84845 1.28488),DOWNTOWN CORE
0,POINT (103.848456666667 1.38472466666667),ANG MO KIO
0,POINT (103.84846 1.2846),OUTRAM
0,POINT (103.84846 1.28761),SINGAPORE RIVER
0,POINT (103.84846 1.29827),MUSEUM
0,POINT (103.848465833333 1.38445583333333),ANG MO KIO
0,POINT (103.848469833333 1.38387366666667),ANG MO KIO
0,POINT (103.84848 1.28771),SINGAPORE RIVER
0,POINT (103.84849 1.28852),SINGAPORE RIVER
0,POINT (103.84849 1.29066),MUSEUM
0,POINT (103.8485 1.28468),OUTRAM
0,POINT (103.8485 1.29834),MUSEUM
0,POINT (103.8485 1.383772),ANG MO KIO
0,POINT (103.84851 1.2976),MUSEUM
0,POINT (103.848515 1.33595466666667),TOA PAYOH
0,POINT (103.848520833333 1.38440433333333),ANG MO KIO
0,POINT (103.848529666667 1.4267735),YISHUN
0,POINT (103.84853715 1.34574251666667),BISHAN
0,POINT (103.84854 1.2907),MUSEUM
0,POINT (103.84854 1.2985),MUSEUM
0,POINT (103.84855 1.29083),MUSEUM
0,POINT (103.84855 1.29346),MUSEUM
0,POINT (103.848551833333 1.33921616666667),TOA PAYOH
0,POINT (103.84858 1.27612),DOWNTOWN CORE
0,POINT (103.84858 1.27641),DOWNTOWN CORE
0,POINT (103.84858 1.28592),DOWNTOWN CORE
0,POINT (103.84859 1.28034),DOWNTOWN CORE
0,POINT (103.84859 1.37136),ANG MO KIO
0,POINT (103.8486 1.288002),SINGAPORE RIVER
0,POINT (103.8486 1.384279),ANG MO KIO
0,POINT (103.84863 1.28258),OUTRAM
0,POINT (103.84864 1.29729),MUSEUM
0,POINT (103.848643 1.38523683333333),ANG MO KIO
0,POINT (103.848649333333 1.3896495),ANG MO KIO
0,POINT (103.84866 1.28989),DOWNTOWN CORE
0,POINT (103.84867 1.29074),MUSEUM
0,POINT (103.848693666667 1.36762416666667),ANG MO KIO
0,POINT (103.8487 1.29083),MUSEUM
0,POINT (103.848711333333 1.38436016666667),ANG MO KIO
0,POINT (103.84873 1.28457),OUTRAM
0,POINT (103.848733666667 1.38417266666667),ANG MO KIO
0,POINT (103.848748833333 1.28580666666667),DOWNTOWN CORE
0,POINT (103.84875 1.28832),SINGAPORE RIVER
0,POINT (103.8487605 1.38393766666667),ANG MO KIO
0,POINT (103.848771666667 1.31752183333333),NOVENA
0,POINT (103.848776666667 1.366997),ANG MO KIO
0,POINT (103.84879 1.28583),DOWNTOWN CORE
0,POINT (103.84879 1.30583),ROCHOR
0,POINT (103.8488 1.28818),SINGAPORE RIVER
0,POINT (103.8488 1.28987),DOWNTOWN CORE
0,POINT (103.84881 1.28009),DOWNTOWN CORE
0,POINT (103.8488155 1.38492333333333),ANG MO KIO
0,POINT (103.84882 1.28834),SINGAPORE RIVER
0,POINT (103.84882 1.29095),MUSEUM
0,POINT (103.8488245 1.285832),DOWNTOWN CORE
0,POINT (103.848830666667 1.38470716666667),ANG MO KIO
0,POINT (103.84884 1.29125),MUSEUM
0,POINT (103.84885 1.28571),DOWNTOWN CORE
0,POINT (103.84885 1.2871),SINGAPORE RIVER
0,POINT (103.848855166667 1.38338016666667),ANG MO KIO
0,POINT (103.84886 1.28012),DOWNTOWN CORE
0,POINT (103.848882833333 1.383719),ANG MO KIO
0,POINT (103.8489 1.282501),DOWNTOWN CORE
0,POINT (103.8489 1.36537),ANG MO KIO
0,POINT (103.8489 1.384231),ANG MO KIO
0,POINT (103.84891 1.28278),DOWNTOWN CORE
0,POINT (103.84891 1.28449),DOWNTOWN CORE
0,POINT (103.84891 1.32608),NOVENA
0,POINT (103.84895 1.28289),DOWNTOWN CORE
0,POINT (103.84895 1.3243),NOVENA
0,POINT (103.848951333333 1.2885055),SINGAPORE RIVER
0,POINT (103.848981166667 1.28275283333333),DOWNTOWN CORE
0,POINT (103.848985666667 1.36394333333333),ANG MO KIO
0,POINT (103.848996333333 1.3840485),ANG MO KIO
0,POINT (103.849 1.27896),DOWNTOWN CORE
0,POINT (103.849 1.28447),DOWNTOWN CORE
0,POINT (103.849 1.28972),DOWNTOWN CORE
0,POINT (103.84902 1.28436),OUTRAM
0,POINT (103.84902 1.2885),SINGAPORE RIVER
0,POINT (103.84902 1.2897),DOWNTOWN CORE
0,POINT (103.8490475 1.282784),DOWNTOWN CORE
0,POINT (103.84908 1.28415),OUTRAM
0,POINT (103.84908 1.28449),DOWNTOWN CORE
0,POINT (103.84909 1.28048),DOWNTOWN CORE
0,POINT (103.84909 1.28394),OUTRAM
0,POINT (103.84909 1.28444),DOWNTOWN CORE
0,POINT (103.84909 1.36946),ANG MO KIO
0,POINT (103.8491 1.27551),DOWNTOWN CORE
0,POINT (103.84911 1.29124),DOWNTOWN CORE
0,POINT (103.84911 1.29165),MUSEUM
0,POINT (103.84912 1.2992),MUSEUM
0,POINT (103.84912 1.36966),ANG MO KIO
0,POINT (103.84913 1.27313),DOWNTOWN CORE
0,POINT (103.849132833333 1.38399916666667),ANG MO KIO
0,POINT (103.84915 1.29134),DOWNTOWN CORE
0,POINT (103.84916 1.33203),TOA PAYOH
0,POINT (103.8492 1.37021),ANG MO KIO
0,POINT (103.849207 1.38440866666667),ANG MO KIO
0,POINT (103.84922 1.30176),ROCHOR
0,POINT (103.84924 1.28956),DOWNTOWN CORE
0,POINT (103.849245666667 1.38438416666667),ANG MO KIO
0,POINT (103.84925 1.29815),MUSEUM
0,POINT (103.84926 1.36987),ANG MO KIO
0,POINT (103.84927 1.28568),DOWNTOWN CORE
0,POINT (103.84928 1.2915),DOWNTOWN CORE
0,POINT (103.84928 1.37),ANG MO KIO
0,POINT (103.84929 1.28958),DOWNTOWN CORE
0,POINT (103.849304666667 1.28901383333333),SINGAPORE RIVER
0,POINT (103.84934 1.35),BISHAN
0,POINT (103.84935 1.292),MUSEUM
0,POINT (103.84937 1.28948),DOWNTOWN CORE
0,POINT (103.84938 1.27919),DOWNTOWN CORE
0,POINT (103.84938 1.28912),DOWNTOWN CORE
0,POINT (103.8494 1.28907),DOWNTOWN CORE
0,POINT (103.8494 1.29874),MUSEUM
0,POINT (103.8494 1.29963),ROCHOR
0,POINT (103.8494 1.33125),TOA PAYOH
0,POINT (103.8494 1.383676),ANG MO KIO
0,POINT (103.84942 1.29172),DOWNTOWN CORE
0,POINT (103.84943 1.29234),MUSEUM
0,POINT (103.84943 1.29982),ROCHOR
0,POINT (103.849458833333 1.38448416666667),ANG MO KIO
0,POINT (103.8494685 1.384415),ANG MO KIO
0,POINT (103.84947 1.30012),ROCHOR
0,POINT (103.84947 1.32115),NOVENA
0,POINT (103.84948 1.2858),SINGAPORE RIVER
0,POINT (103.849484833333 1.285797),SINGAPORE RIVER
0,POINT (103.84949 1.27946),DOWNTOWN CORE
0,POINT (103.84949 1.28932),DOWNTOWN CORE
0,POINT (103.8495 1.385096),ANG MO KIO
0,POINT (103.84953 1.29057),DOWNTOWN CORE
0,POINT (103.84956 1.29216),DOWNTOWN CORE
0,POINT (103.84956 1.3004),ROCHOR
0,POINT (103.84957 1.29861),ROCHOR
0,POINT (103.84957 1.3002),ROCHOR
0,POINT (103.84957 1.33418),TOA PAYOH
0,POINT (103.8496 1.2987),ROCHOR
0,POINT (103.8496 1.30041),ROCHOR
0,POINT (103.8496 1.30195),ROCHOR
0,POINT (103.8496 1.36938),ANG MO KIO
0,POINT (103.8496 1.385102),ANG MO KIO
0,POINT (103.849618333333 1.30179166666667),ROCHOR
0,POINT (103.84962 1.27916),DOWNTOWN CORE
0,POINT (103.84962 1.30027),ROCHOR
0,POINT (103.8497 1.29246433333333),DOWNTOWN CORE
0,POINT (103.8497 1.30166),ROCHOR
0,POINT (103.8497 1.3019),ROCHOR
0,POINT (103.8497 1.32542),NOVENA
0,POINT (103.84971 1.27751),DOWNTOWN CORE
0,POINT (103.84971 1.30027),ROCHOR
0,POINT (103.84971 1.30198),ROCHOR
0,POINT (103.84975 1.30164),ROCHOR
0,POINT (103.849750833333 1.29258016666667),DOWNTOWN CORE
0,POINT (103.84976 1.2899),DOWNTOWN CORE
0,POINT (103.84976 1.29234),DOWNTOWN CORE
0,POINT (103.84976 1.34073),TOA PAYOH
0,POINT (103.84976 1.34806),BISHAN
0,POINT (103.8497601 1.29237891666667),DOWNTOWN CORE
0,POINT (103.84977 1.30464),ROCHOR
0,POINT (103.84978 1.29288),DOWNTOWN CORE
0,POINT (103.84978 1.3342),TOA PAYOH
0,POINT (103.84979 1.28569),SINGAPORE RIVER
0,POINT (103.84982 1.27738),DOWNTOWN CORE
0,POINT (103.84982 1.29763),MUSEUM
0,POINT (103.84983 1.29017),DOWNTOWN CORE
0,POINT (103.84984 1.30021),ROCHOR
0,POINT (103.84985 1.2924),DOWNTOWN CORE
0,POINT (103.849850833333 1.30452333333333),ROCHOR
0,POINT (103.84987 1.30169),ROCHOR
0,POINT (103.84989 1.3012),ROCHOR
0,POINT (103.849909833333 1.36572866666667),ANG MO KIO
0,POINT (103.84992 1.36598),ANG MO KIO
0,POINT (103.84997 1.27896),DOWNTOWN CORE
0,POINT (103.84998 1.29224),DOWNTOWN CORE
0,POINT (103.84998 1.30129),ROCHOR
0,POINT (103.85 1.30248),ROCHOR
0,POINT (103.85003 1.30334),ROCHOR
0,POINT (103.85005 1.29003),DOWNTOWN CORE
0,POINT (103.85005 1.29227),DOWNTOWN CORE
0,POINT (103.85006 1.30348),ROCHOR
0,POINT (103.85006 1.36909),ANG MO KIO
0,POINT (103.850063166667 1.30229766666667),ROCHOR
0,POINT (103.85007 1.29373),MUSEUM
0,POINT (103.8501 1.2822),DOWNTOWN CORE
0,POINT (103.850129666667 1.28382533333333),DOWNTOWN CORE
0,POINT (103.85013 1.27996),DOWNTOWN CORE
0,POINT (103.8502 1.30372),ROCHOR
0,POINT (103.850245166667 1.3467145),BISHAN
0,POINT (103.85025 1.2831),DOWNTOWN CORE
0,POINT (103.85025 1.29885),ROCHOR
0,POINT (103.85025 1.30161),ROCHOR
0,POINT (103.85026 1.28273),DOWNTOWN CORE
0,POINT (103.85028 1.42215),YISHUN
0,POINT (103.85029 1.28227),DOWNTOWN CORE
0,POINT (103.8503 1.29389),DOWNTOWN CORE
0,POINT (103.85031 1.28292),DOWNTOWN CORE
0,POINT (103.85033 1.36914),ANG MO KIO
0,POINT (103.850337 1.314985),KALLANG
0,POINT (103.85034 1.30421),ROCHOR
0,POINT (103.85034 1.35107),BISHAN
0,POINT (103.85036 1.29207),DOWNTOWN CORE
0,POINT (103.85037 1.29214),DOWNTOWN CORE
0,POINT (103.8503755 1.34707733333333),BISHAN
0,POINT (103.8504 1.29091),DOWNTOWN CORE
0,POINT (103.8504 1.336239),TOA PAYOH
0,POINT (103.85041 1.2943),MUSEUM
0,POINT (103.85041 1.29442),MUSEUM
0,POINT (103.85041 1.30061),ROCHOR
0,POINT (103.85043 1.3022),ROCHOR
0,POINT (103.85046 1.32528),NOVENA
0,POINT (103.85047 1.28102),DOWNTOWN CORE
0,POINT (103.85047 1.29742),MUSEUM
0,POINT (103.850483083333 1.30721193333333),ROCHOR
0,POINT (103.8505 1.31637),KALLANG
0,POINT (103.850511166667 1.31523833333333),KALLANG
0,POINT (103.85058 1.30088),ROCHOR
0,POINT (103.85059 1.30126),ROCHOR
0,POINT (103.85059 1.3046),ROCHOR
0,POINT (103.8506 1.28106),DOWNTOWN CORE
0,POINT (103.8506 1.30458),ROCHOR
0,POINT (103.8506 1.30533),ROCHOR
0,POINT (103.85061 1.28138),DOWNTOWN CORE
0,POINT (103.85065 1.28016),DOWNTOWN CORE
0,POINT (103.85068 1.28241),DOWNTOWN CORE
0,POINT (103.85068 1.325),NOVENA
0,POINT (103.8507 1.28029),DOWNTOWN CORE
0,POINT (103.85072 1.27966),DOWNTOWN CORE
0,POINT (103.85072 1.31884),NOVENA
0,POINT (103.85073 1.33433),TOA PAYOH
0,POINT (103.85074 1.27897),DOWNTOWN CORE
0,POINT (103.85074 1.28265),DOWNTOWN CORE
0,POINT (103.85083 1.30457),ROCHOR
0,POINT (103.85088 1.28272),DOWNTOWN CORE
0,POINT (103.85088 1.31867),NOVENA
0,POINT (103.85092 1.29917),ROCHOR
0,POINT (103.85096 1.28249),DOWNTOWN CORE
0,POINT (103.85099 1.30462),ROCHOR
0,POINT (103.851 1.292627),DOWNTOWN CORE
0,POINT (103.851 1.29903),ROCHOR
0,POINT (103.85101 1.33104),TOA PAYOH
0,POINT (103.85103 1.3053),ROCHOR
0,POINT (103.85104 1.32939),NOVENA
0,POINT (103.85106 1.29664066666667),MUSEUM
0,POINT (103.85108 1.3252),NOVENA
0,POINT (103.851106166667 1.281936),DOWNTOWN CORE
0,POINT (103.85113 1.28209),DOWNTOWN CORE
0,POINT (103.85114 1.33481),TOA PAYOH
0,POINT (103.85114 1.33748),TOA PAYOH
0,POINT (103.85116 1.33498),TOA PAYOH
0,POINT (103.85117 1.31647),KALLANG
0,POINT (103.85126 1.28273),DOWNTOWN CORE
0,POINT (103.85131 1.28205),DOWNTOWN CORE
0,POINT (103.85131 1.29232),DOWNTOWN CORE
0,POINT (103.85132 1.29651),MUSEUM
0,POINT (103.851329833333 1.27376633333333),DOWNTOWN CORE
0,POINT (103.85136 1.27834),DOWNTOWN CORE
0,POINT (103.85136 1.32428),NOVENA
0,POINT (103.8514 1.28257),DOWNTOWN CORE
0,POINT (103.85145 1.29288),DOWNTOWN CORE
0,POINT (103.851488666667 1.279207),DOWNTOWN CORE
0,POINT (103.8515 1.42332),YISHUN
0,POINT (103.851524166667 1.29276866666667),DOWNTOWN CORE
0,POINT (103.85153 1.2785),DOWNTOWN CORE
0,POINT (103.851538333333 1.30354733333333),ROCHOR
0,POINT (103.8515455 1.280732),DOWNTOWN CORE
0,POINT (103.851555833333 1.31847616666667),KALLANG
0,POINT (103.85158 1.29109),DOWNTOWN CORE
0,POINT (103.85159 1.34467),BISHAN
0,POINT (103.85161 1.3349),TOA PAYOH
0,POINT (103.85164 1.29137),DOWNTOWN CORE
0,POINT (103.85164 1.29745),ROCHOR
0,POINT (103.85167 1.29901),ROCHOR
0,POINT (103.851706 1.36859133333333),ANG MO KIO
0,POINT (103.85173 1.29311),DOWNTOWN CORE
0,POINT (103.85173 1.30025),ROCHOR
0,POINT (103.85173 1.30646),ROCHOR
0,POINT (103.8518 1.29608),MUSEUM
0,POINT (103.85182 1.30022),ROCHOR
0,POINT (103.851820333333 1.39228283333333),ANG MO KIO
0,POINT (103.85184 1.29118),DOWNTOWN CORE
0,POINT (103.85185 1.28163),DOWNTOWN CORE
0,POINT (103.85186 1.28209),DOWNTOWN CORE
0,POINT (103.85189 1.30025),ROCHOR
0,POINT (103.85189 1.39641),ANG MO KIO
0,POINT (103.8519 1.27893),DOWNTOWN CORE
0,POINT (103.85194 1.30664),ROCHOR
0,POINT (103.851947 1.38531816666667),ANG MO KIO
0,POINT (103.851983166667 1.28127233333333),DOWNTOWN CORE
0,POINT (103.851987 1.38532216666667),ANG MO KIO
0,POINT (103.852 1.31752),KALLANG
0,POINT (103.852 1.33369),TOA PAYOH
0,POINT (103.852 1.33515),TOA PAYOH
0,POINT (103.852 1.335559),TOA PAYOH
0,POINT (103.85204 1.31846),KALLANG
0,POINT (103.85208 1.28193),DOWNTOWN CORE
0,POINT (103.85208 1.36013),BISHAN
0,POINT (103.8521 1.298154),ROCHOR
0,POINT (103.85212 1.30694),ROCHOR
0,POINT (103.85219 1.42476),YISHUN
0,POINT (103.8522 1.374446),ANG MO KIO
0,POINT (103.85224 1.31881),KALLANG
0,POINT (103.852275666667 1.31875033333333),KALLANG
0,POINT (103.8523 1.2957),DOWNTOWN CORE
0,POINT (103.8523 1.3235),NOVENA
0,POINT (103.8523 1.335744),TOA PAYOH
0,POINT (103.8523 1.335753),TOA PAYOH
0,POINT (103.8523 1.37394),ANG MO KIO
0,POINT (103.852305333333 1.37414883333333),ANG MO KIO
0,POINT (103.85231 1.29346),DOWNTOWN CORE
0,POINT (103.852351 1.37408833333333),ANG MO KIO
0,POINT (103.85244 1.36267),ANG MO KIO
0,POINT (103.85247 1.29825),ROCHOR
0,POINT (103.85249 1.29547),DOWNTOWN CORE
0,POINT (103.85253 1.36001),BISHAN
0,POINT (103.852559666667 1.3229335),NOVENA
0,POINT (103.8526 1.294494),DOWNTOWN CORE
0,POINT (103.85264 1.32259),NOVENA
0,POINT (103.85264 1.32264),NOVENA
0,POINT (103.852649333333 1.37611516666667),ANG MO KIO
0,POINT (103.85266 1.29859),ROCHOR
0,POINT (103.85267 1.29349),DOWNTOWN CORE
0,POINT (103.8527 1.29969),ROCHOR
0,POINT (103.8527 1.29974),ROCHOR
0,POINT (103.852706866667 1.2955758),DOWNTOWN CORE
0,POINT (103.85271 1.30172),ROCHOR
0,POINT (103.85273 1.2822),DOWNTOWN CORE
0,POINT (103.85273 1.29349),DOWNTOWN CORE
0,POINT (103.85275 1.29675),DOWNTOWN CORE
0,POINT (103.85276 1.29342),DOWNTOWN CORE
0,POINT (103.85276 1.32237),NOVENA
0,POINT (103.852780833333 1.32240416666667),NOVENA
0,POINT (103.85279 1.29322),DOWNTOWN CORE
0,POINT (103.852791833333 1.28227683333333),DOWNTOWN CORE
0,POINT (103.852794833333 1.2945265),DOWNTOWN CORE
0,POINT (103.8528 1.29327),DOWNTOWN CORE
0,POINT (103.8528 1.2953),DOWNTOWN CORE
0,POINT (103.85283 1.32147),NOVENA
0,POINT (103.852844666667 1.28131761666667),DOWNTOWN CORE
0,POINT (103.85285 1.29447),DOWNTOWN CORE
0,POINT (103.85285 1.30813),ROCHOR
0,POINT (103.85288 1.31952),NOVENA
0,POINT (103.8529 1.27358),DOWNTOWN CORE
0,POINT (103.8529 1.29444),DOWNTOWN CORE
0,POINT (103.85293 1.29456),DOWNTOWN CORE
0,POINT (103.85293 1.32189),NOVENA
0,POINT (103.85295 1.29476),DOWNTOWN CORE
0,POINT (103.85297 1.29461),DOWNTOWN CORE
0,POINT (103.85298 1.29295),DOWNTOWN CORE
0,POINT (103.85298 1.29307),DOWNTOWN CORE
0,POINT (103.85298 1.34974),BISHAN
0,POINT (103.85298 1.37375583333333),ANG MO KIO
0,POINT (103.85301 1.29303),DOWNTOWN CORE
0,POINT (103.85301 1.29697),DOWNTOWN CORE
0,POINT (103.85303 1.29294),DOWNTOWN CORE
0,POINT (103.85304 1.29485),DOWNTOWN CORE
0,POINT (103.85304 1.29513),DOWNTOWN CORE
0,POINT (103.85307 1.29489),DOWNTOWN CORE
0,POINT (103.85307 1.30119),ROCHOR
0,POINT (103.85309 1.34542),BISHAN
0,POINT (103.85313 1.27334),DOWNTOWN CORE
0,POINT (103.853165 1.29876483333333),ROCHOR
0,POINT (103.853180333333 1.34809466666667),BISHAN
0,POINT (103.8532 1.2953),DOWNTOWN CORE
0,POINT (103.8532 1.32768),NOVENA
0,POINT (103.85323 1.33838),TOA PAYOH
0,POINT (103.85324 1.27338),DOWNTOWN CORE
0,POINT (103.85324 1.30871),ROCHOR
0,POINT (103.85325 1.31988),NOVENA
0,POINT (103.8532803 1.31912041666667),KALLANG
0,POINT (103.85329 1.29524),DOWNTOWN CORE
0,POINT (103.85332 1.27338),DOWNTOWN CORE
0,POINT (103.85332 1.30214),ROCHOR
0,POINT (103.85336 1.29902),ROCHOR
0,POINT (103.85337 1.30133),ROCHOR
0,POINT (103.85338 1.29911),ROCHOR
0,POINT (103.8534 1.29552),DOWNTOWN CORE
0,POINT (103.8534 1.30892),ROCHOR
0,POINT (103.853403333333 1.3058375),ROCHOR
0,POINT (103.85342 1.29561),DOWNTOWN CORE
0,POINT (103.85343 1.32588),NOVENA
0,POINT (103.85347 1.29882),ROCHOR
0,POINT (103.8535 1.33458),TOA PAYOH
0,POINT (103.85351 1.29807),ROCHOR
0,POINT (103.85352 1.29901),ROCHOR
0,POINT (103.853527 1.334784),TOA PAYOH
0,POINT (103.85353 1.29265),DOWNTOWN CORE
0,POINT (103.853535333333 1.27315083333333),DOWNTOWN CORE
0,POINT (103.8535355 1.36879616666667),ANG MO KIO
0,POINT (103.85354 1.2963),DOWNTOWN CORE
0,POINT (103.85356 1.34305),TOA PAYOH
0,POINT (103.85358 1.29888),ROCHOR
0,POINT (103.853605833333 1.32503866666667),NOVENA
0,POINT (103.85363 1.27291),DOWNTOWN CORE
0,POINT (103.85363 1.31247),ROCHOR
0,POINT (103.8537 1.31968),NOVENA
0,POINT (103.85372 1.29597),DOWNTOWN CORE
0,POINT (103.85374 1.27305),DOWNTOWN CORE
0,POINT (103.853751 1.3687805),ANG MO KIO
0,POINT (103.8538 1.29604),DOWNTOWN CORE
0,POINT (103.853829166667 1.30317466666667),ROCHOR
0,POINT (103.85383 1.29331),DOWNTOWN CORE
0,POINT (103.85383 1.29868),ROCHOR
0,POINT (103.85383 1.29993),ROCHOR
0,POINT (103.85386 1.2999),ROCHOR
0,POINT (103.85386 1.3029),ROCHOR
0,POINT (103.85392 1.30802),ROCHOR
0,POINT (103.85392 1.31918),KALLANG
0,POINT (103.85395 1.29439),DOWNTOWN CORE
0,POINT (103.85397 1.29439),DOWNTOWN CORE
0,POINT (103.85399 1.30003),ROCHOR
0,POINT (103.854 1.27274),DOWNTOWN CORE
0,POINT (103.854 1.29859),ROCHOR
0,POINT (103.85401 1.29469),DOWNTOWN CORE
0,POINT (103.85401 1.30016),ROCHOR
0,POINT (103.85401 1.31874),KALLANG
0,POINT (103.85404 1.34602),BISHAN
0,POINT (103.85405 1.2946),DOWNTOWN CORE
0,POINT (103.85406 1.30454),ROCHOR
0,POINT (103.85406 1.30995),ROCHOR
0,POINT (103.854071666667 1.30020433333333),ROCHOR
0,POINT (103.85408 1.27983),DOWNTOWN CORE
0,POINT (103.85408 1.29221),DOWNTOWN CORE
0,POINT (103.8541 1.30022),ROCHOR
0,POINT (103.8541 1.31002),ROCHOR
0,POINT (103.8541 1.325743),NOVENA
0,POINT (103.854101 1.34123033333333),TOA PAYOH
0,POINT (103.854115833333 1.3623215),ANG MO KIO
0,POINT (103.854141333333 1.368651),ANG MO KIO
0,POINT (103.85415 1.30365),ROCHOR
0,POINT (103.85416 1.27257),DOWNTOWN CORE
0,POINT (103.85416 1.30027),ROCHOR
0,POINT (103.85418 1.29637),DOWNTOWN CORE
0,POINT (103.85418 1.30359),ROCHOR
0,POINT (103.85419 1.31016),ROCHOR
0,POINT (103.85419 1.33168),TOA PAYOH
0,POINT (103.85421 1.30964),ROCHOR
0,POINT (103.85421 1.35856),ANG MO KIO
0,POINT (103.85422 1.2965),DOWNTOWN CORE
0,POINT (103.85423 1.30225),ROCHOR
0,POINT (103.85423 1.30608),ROCHOR
0,POINT (103.85425 1.29427),DOWNTOWN CORE
0,POINT (103.854276333333 1.338501),TOA PAYOH
0,POINT (103.85428 1.30496),ROCHOR
0,POINT (103.8543 1.32594),NOVENA
0,POINT (103.854325833333 1.32301416666667),NOVENA
0,POINT (103.85434 1.292),DOWNTOWN CORE
0,POINT (103.854345166667 1.37049183333333),ANG MO KIO
0,POINT (103.85435 1.31885),KALLANG
0,POINT (103.85439 1.32298),NOVENA
0,POINT (103.8544 1.29407),DOWNTOWN CORE
0,POINT (103.85441 1.31052),ROCHOR
0,POINT (103.85441 1.31348),ROCHOR
0,POINT (103.854432666667 1.36115),ANG MO KIO
0,POINT (103.8545 1.35726),BISHAN
0,POINT (103.85453 1.29356),DOWNTOWN CORE
0,POINT (103.85453 1.31917),KALLANG
0,POINT (103.85455 1.27226),DOWNTOWN CORE
0,POINT (103.85455 1.32306),NOVENA
0,POINT (103.85459 1.30092),ROCHOR
0,POINT (103.8546 1.3455),BISHAN
0,POINT (103.85461 1.29807),DOWNTOWN CORE
0,POINT (103.854632166667 1.32302383333333),NOVENA
0,POINT (103.854633833333 1.297098),DOWNTOWN CORE
0,POINT (103.85465 1.37558),ANG MO KIO
0,POINT (103.85467 1.30475),ROCHOR
0,POINT (103.85467 1.31049),KALLANG
0,POINT (103.85468 1.30486),ROCHOR
0,POINT (103.85468615 1.37047416666667),ANG MO KIO
0,POINT (103.8547 1.30452),ROCHOR
0,POINT (103.8547 1.3048),ROCHOR
0,POINT (103.8547 1.31046),KALLANG
0,POINT (103.854707333333 1.2972625),DOWNTOWN CORE
0,POINT (103.85473 1.29683),DOWNTOWN CORE
0,POINT (103.85473 1.36955),ANG MO KIO
0,POINT (103.854757833333 1.30476016666667),ROCHOR
0,POINT (103.85476 1.29787),DOWNTOWN CORE
0,POINT (103.85476 1.3104),KALLANG
0,POINT (103.85476 1.32305),NOVENA
0,POINT (103.8548 1.310966),KALLANG
0,POINT (103.85482 1.29724),DOWNTOWN CORE
0,POINT (103.85486 1.29413),DOWNTOWN CORE
0,POINT (103.85488 1.34081),TOA PAYOH
0,POINT (103.85488 1.37321),ANG MO KIO
0,POINT (103.85488 1.37323),ANG MO KIO
0,POINT (103.8549 1.40347),SELETAR
0,POINT (103.85491 1.39786),SENGKANG
0,POINT (103.85493 1.34046),TOA PAYOH
0,POINT (103.85494 1.29748),DOWNTOWN CORE
0,POINT (103.85494 1.29773),DOWNTOWN CORE
0,POINT (103.85495 1.31021),KALLANG
0,POINT (103.85497 1.31019),KALLANG
0,POINT (103.85498 1.32269),NOVENA
0,POINT (103.855 1.30495),ROCHOR
